Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
COLUMBIA AFRICA HEALTHCARE LIMITED (Nairobi),PPB/C/1347,BU202601575,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,2ND AVENUE PARKLANDS LIMURU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
COLUMBIA AFRICA HEALTHCARE LTD (Nairobi),PPB/C/1534,BU202603078,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,JAMES GICHURU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
CONSOLATA COTTAGE HOSPITAL (Tharaka Nithi),PPB/C/1591,BU202606455,PARTNERSHIP,HOSPITAL,2020,CHUKA - KANWA ROAD,Tharaka Nithi,VALID,ACTIVE,2026-12-31
CONSOLATA HOSPITAL GITORO (Meru),PPB/C/1583,BU202601586,PARTNERSHIP,HOSPITAL,1970,NANYUKI HIGHWAY,Meru,VALID,ACTIVE,2026-12-31
CONSOLATA HOSPITAL MATHARI (Nyeri),PPB/C/1387,BU202604478,PRIVATE COMPANY (LIMITED),HOSPITAL,2002,IHURURU WAY,Nyeri,VALID,ACTIVE,2026-12-31
CONSOLATA HOSPITAL NKUBU PHARMACY (Meru),PPB/C/1582,BU202604406,SOLE PROPRIETOR,HOSPITAL,1961,MERU-EMBU,Meru,VALID,ACTIVE,2026-12-31
CONSOLATA MATHARI TOWN ANNEX (Nyeri),PPB/C/9237,BU202603101,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KENYATTA ROAD,Nyeri,VALID,ACTIVE,2026-12-31
COPTIC HOSPITAL - SALGAA,PPB/C/9505,BU202600136,SOLE PROPRIETOR,HOSPITAL,2024,NAKURU-ELDORET HIGHWAY,,VALID,ACTIVE,2026-12-31
COPTIC HOSPITAL- NGONG ROAD (Nairobi),PPB/C/1263,BU202600135,SOLE PROPRIETOR,HOSPITAL,2002,NGONG ROAD,Nairobi,VALID,ACTIVE,2026-12-31
COPTIC MEDICAL CENTRE -LUNGA LUNGA ROAD (Nairobi),PPB/C/415,BU202606731,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,LUNGA LUNGA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
"COPTIC NURSING HOME, MASENO (Siaya)",PPB/C/1380,BU202607380,PRIVATE COMPANY (LIMITED),HOSPITAL,2005,OLD KIMA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
COSGUROW HEALTHCARE LIMITED,PPB/C/9171,BU202604888,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,BULLA IJARA,Garissa,VALID,ACTIVE,2026-12-31
COUNT MEDICAL AND DIAGNOSTIC LIMITED (Garissa),PPB/C/1549,BU202605873,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,NGAMIA,Garissa,VALID,ACTIVE,2026-12-31
COUNTY MEDICAL CENTRE EMBU LTD (Embu),PPB/C/1444,BU202604965,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,EMBU-MERU HIGHWAY,Embu,VALID,ACTIVE,2026-12-31
CRESCENT COMMUNITY HOSPITAL LTD,PPB/C/9178,BU202606995,PARTNERSHIP,HOSPITAL,2022,EASTLEIGH,Nairobi,VALID,ACTIVE,2026-12-31
CRESTCARE FAMILY HEALTHCARE,PPB/C/9485,BU202607451,SOLE PROPRIETOR,HOSPITAL,2021,STAGE ROAD,,VALID,ACTIVE,2026-12-31
CRESTVIEW MOTHER AND CHILD WELLNESS CENTRE LIMITED,PPB/C/9424,BU202607064,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,581,,VALID,ACTIVE,2026-12-31
CRISON MEDICAL CLINIC (Uasin Gishu),PPB/C/9371,BU202603089,SOLE PROPRIETOR,HOSPITAL,2014,KERITA-CHEPTIRET,Uasin Gishu,VALID,ACTIVE,2026-12-31
CROWN SPECIALIST CENTRE LTD (Mombasa),PPB/C/1568,BU202602920,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,JOMO KENYATTA AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
CRYSTAL COTTAGE HOSPITAL  AND MEDICAL CLINIC LTD (Trans Nzoia),PPB/C/1342,BU202605874,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MOI AVENUE,Trans Nzoia,VALID,ACTIVE,2026-12-31
CRYSTAL COTTAGE HOSPITAL & MEDICAL CLINIC LTD (Trans Nzoia),PPB/C/376,BU202607358,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,MILIMANI RD,Trans Nzoia,VALID,ACTIVE,2026-12-31
CUREPARK MODERN HOSPITAL,PPB/C/9323,BU202606340,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MUMBI,,VALID,ACTIVE,2026-12-31
CYNERT HOSPITAL AND REHABILITATION CENTER LIMITED,None,BU202604889,PRIVATE COMPANY (LIMITED),HOSPITAL,,,,VALID,ACTIVE,2026-12-31
DAGAMRA MEDICAL CLINIC LTD (Kilifi),PPB/D/2360,BU202604494,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,NAIROBI/MSA HIGHWAY,Kilifi,VALID,ACTIVE,2026-12-31
DAMAL HEALTHCARE,PPB/D/3414,BU202601693,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,LENANA RD,Nairobi,VALID,ACTIVE,2026-12-31
DANDELION MEDICAL CENTRE - RONGAI,PPB/D/2343,BU202606372,PARTNERSHIP,HOSPITAL,2019,NAKURU-MOGOTIO,Nakuru,VALID,ACTIVE,2026-12-31
DANTEZ MEDICAL CENTER,PPB/D/3329,BU202606370,SOLE PROPRIETOR,HOSPITAL,2021,MLOLONGO,Machakos,VALID,ACTIVE,2026-12-31
DARU SALAM PHARMACEUTICALS & MEDICAL CENTRE II LIMITED,PPB/D/3390,BU202605386,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MWENI,,VALID,ACTIVE,2026-12-31
DARUSALAAM HOSPITAL (Garissa),PPB/D/2191,BU202607879,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,NGAMIA ROAD,Garissa,VALID,ACTIVE,2026-12-31
DARYEELCARE LIMITED (Nairobi),PPB/D/3227,BU202604829,PARTNERSHIP,HOSPITAL,2020,SECOND AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
DAWIDA ANNEX HOSPITAL (Taita Taveta),PPB/D/2317,BU202604414,PARTNERSHIP,HOSPITAL,2021,BIRIKANI-KOSOVO ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
DESTHOPE URGENT CARE CLINIC,PPB/D/3416,BU202604890,SOLE PROPRIETOR,HOSPITAL,2022,ZIWA-KACHIBORA,,VALID,ACTIVE,2026-12-31
DIANI BEACH HOSPITAL - DIANI (Kwale),PPB/D/130,BU202605677,PARTNERSHIP,HOSPITAL,1997,DIANI BEACH RD,Kwale,VALID,ACTIVE,2026-12-31
"DIANI BEACH HOSPITAL, SHIKA ADABU",PPB/D/3323,BU202605284,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,LIKONI-LUNGA LUNGA HIGHWAY,Mombasa,VALID,ACTIVE,2026-12-31
DIANI BEACH HOSPITAL- KWALE BRANCH (Kwale),PPB/D/2091,BU202605875,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,KWALE TOWN,Kwale,VALID,ACTIVE,2026-12-31
DIANI BEACH HOSPITAL- LIKONI CLINIC (Kwale),PPB/D/2195,BU202605691,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,LIKONI LUNGA LUNGA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
DIANI BEACH HOSPITAL- MTONGWE,PPB/D/3375,BU202605876,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MTONGWE,,VALID,ACTIVE,2026-12-31
DIRECTCARE MEDICAL CENTRE (Nairobi),PPB/D/2148,BU202605138,SOLE PROPRIETOR,HOSPITAL,2017,JUJA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
DOCTORS CENTRE LIMITED (Kitui),PPB/D/2341,BU202603606,SOLE PROPRIETOR,HOSPITAL,2021,KITUI MUTOMO RD,Kitui,VALID,ACTIVE,2026-12-31
DOLLAR MEDICARE CENTRE LTD,PPB/D/3372,BU202605428,PARTNERSHIP,HOSPITAL,2024,BULA TAWAKAL MOSQUE ROAD,,VALID,ACTIVE,2026-12-31
DOLMA MEDICAL CENTRE LIMITED (Nairobi),PPB/M/9166,BU202606089,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KIRONGOTHI STREET KAMAKUNJI DISTRICT,Nairobi,VALID,ACTIVE,2026-12-31
DOPHIL NURSING AND MATERNITY HOME - PHARMACY,PPB/D/3324,BU202605430,SOLE PROPRIETOR,HOSPITAL,2014,KISUMU TO LWANDA,Siaya,VALID,ACTIVE,2026-12-31
DOPOH MEDICAL CLINIC LIMITED,PPB/D/3384,BU202604891,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,DONHOLM ROAD,,VALID,ACTIVE,2026-12-31
DR AGARWALS EYE HOSPITAL (Nairobi),PPB/D/2187,BU202602617,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,WAIYAKI WAY,Nairobi,VALID,ACTIVE,2026-12-31
DR AGARWALS EYE HOSPITAL- MOMBASA,PPB/D/3432,BU202602243,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,NYERERE ROAD,,VALID,ACTIVE,2026-12-31
DR KUNG'U PHARMACEUTICALS,PPB/D/3422,BU202600035,PARTNERSHIP,HOSPITAL,2024,MUTHIGA-KINOO ROAD,,VALID,ACTIVE,2026-12-31
DR. PLAZA OF THE AGA KHAN HOSPITAL-MSA (Mombasa),PPB/D,BU202602251,PARTNERSHIP,HOSPITAL,2013,NEYRERE AVENUE,Mombasa,VALID,ACTIVE,2026-12-31
DREAM CENTER (Nairobi),PPB/D/2249,BU202607067,PRIVATE COMPANY (LIMITED),HOSPITAL,2008,LANGATA  ROAD,Nairobi,VALID,ACTIVE,2026-12-31
DURO MODERN HOSPITAL LIMITED,PPB/D/3400,BU202601696,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NAIROBI -NAKURU,,VALID,ACTIVE,2026-12-31
EASTEND DOCTORS PLAZA MEDICAL CENTER LIMITED,PPB/E/1365,BU202607765,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MAJOR JACKSON MURITHI STREET,Nairobi,VALID,ACTIVE,2026-12-31
EASTERN DEANERY AIDS RELIEF PROGRAM MATHARE,PPB/E/1709,BU202601702,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,JUJA ROAD,,VALID,ACTIVE,2026-12-31
EASTERN DEANERY AIDS RELIEF PROGRAM- KOMAROCK,PPB/E/1708,BU202601704,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,PHASE 2,,VALID,ACTIVE,2026-12-31
EASTERN DEANERY AIDS RELIEF PROGRAM- SOWETO,PPB/E/1624,BU202601701,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,MWANGAZA ROAD,,VALID,ACTIVE,2026-12-31
EASTERN DEANERY AIDS RELIEF PROGRAM-DONHOLM CLINIC,PPB/E/1646,BU202601703,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,OUTERING ROAD,,VALID,ACTIVE,2026-12-31
EBENEZA CARE PLUS LTD (Kilifi),PPB/E/1327,BU202605877,PARTNERSHIP,HOSPITAL,2015,FARMERS8,Kilifi,VALID,ACTIVE,2026-12-31
EDELVALE TRUST-JAMAA HOME AND MISSION HOSPITAL -BURUBURU (Nairobi),PPB/E/1041,BU202605693,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,RABAI,Nairobi,VALID,ACTIVE,2026-12-31
ELDAMARAVINE NURSING HOME  (Baringo),PPB/E/1123,BU202601648,SOLE PROPRIETOR,HOSPITAL,2017,RAVINE NAKURU,Baringo,VALID,ACTIVE,2026-12-31
ELDO EYE CENTER LIMITED (Uasin Gishu),PPB/E/1303,BU202607475,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,WAIGANJO STREET,Uasin Gishu,VALID,ACTIVE,2026-12-31
ELDORET HOSPITAL LIMITED  (Kericho),PPB/E/1326,BU202607066,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KERICHO-NAKURU HIGHWAY,Kericho,VALID,ACTIVE,2026-12-31
ELDORET ONCOLOGY ASSOCIATES LIMITED (Uasin Gishu),PPB/E/1188,BU202605690,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,DOCTORS DRIVE,Uasin Gishu,VALID,ACTIVE,2026-12-31
ELDORET UROSURGERY HOSPITAL LIMITED (Uasin Gishu),PPB/E/1336,BU202604404,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,NANDI ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
ELITE LIFECARE CENTER (Elgeyo Marakwet),PPB/E/1663,BU202607313,SOLE PROPRIETOR,HOSPITAL,2023,LILLLYS,Elgeyo Marakwet,VALID,ACTIVE,2026-12-31
EMBU MEDICAL CENTRE (Embu),PPB/E/1325,BU202606367,PARTNERSHIP,HOSPITAL,2018,EMBU-NAIROBI,Embu,VALID,ACTIVE,2026-12-31
EMBULBUL CATHOLIC DISPENSARY,PPB/E/1462,BU202607533,PRIVATE COMPANY (LIMITED),HOSPITAL,2001,NGONG ROAD,Kajiado,VALID,ACTIVE,2026-12-31
EMMANUEL COMMUNITY HOSPITAL LIMITED,PPB/E/1396,BU202601684,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KANGUNDO  ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EMORY HOSPITAL (Kiambu),PPB/E/1291,BU202605517,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KAHAWA SUKARI AVENUE,Kiambu,VALID,ACTIVE,2026-12-31
ENDO HEALTH CENTRE MISSION (Elgeyo Marakwet),PPB/E/1345,BU202603239,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,NAKURU/SIGOR,Elgeyo Marakwet,VALID,ACTIVE,2026-12-31
ENOCKHAN HOSPITAL PHARMACY (Migori),PPB/E/1339,BU202605878,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,"MIGORI, KENYA",Migori,VALID,ACTIVE,2026-12-31
EQUITY AFIA BOMET,PPB/E/1598,BU202602688,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,BOMET-KAPLONG HIGHWAY,,VALID,ACTIVE,2026-12-31
EQUITY AFIA BURUBURU (Nairobi),PPB/E/1130,BU202600146,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,RABAI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA BUSIA,PPB/E/1644,BU202602687,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,BUSIA - KISUMU ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA DONHOLM,PPB/E/1457,BU202600147,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,SAVANNAH,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA ELDORET MEDICAL CENTRE (Uasin Gishu),PPB/E/1351,BU202604892,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,UGANDA ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
EQUITY AFIA EMBAKASI (Nairobi),PPB/E/1237,BU202600148,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,FEDHA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA EMBAKASI VILLAGE,PPB/E/1509,BU202600141,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,EMBAKASI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA EMBU,PPB/E/1496,BU202601612,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KUBUKUBU-KIRITIRI,Embu,VALID,ACTIVE,2026-12-31
EQUITY AFIA GACHIE,PPB/E/1623,BU202602678,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,REDHILL ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA IMARA DAIMA (Nairobi),PPB/E/1252,BU202600149,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,COSMAS NDETI,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA ISIOLO,PPB/E/1638,BU202605178,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,ISIOLO- MOYALE ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA JOSKA,PPB/E/1554,BU202603114,SOLE PROPRIETOR,HOSPITAL,2024,JOSKA TOWN,,VALID,ACTIVE,2026-12-31
EQUITY AFIA JUJA,PPB/E/1387,BU202605183,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,THIKA ROAD HIGHWAY,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA KABARNET MEDICAL CENTRE,PPB/E/1565,BU202601591,SOLE PROPRIETOR,HOSPITAL,2024,KSG ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA KAHAWA SUKARI (Kiambu),PPB/E/1543,BU202607119,SOLE PROPRIETOR,HOSPITAL,2024,KAHAWA SUKARI AVENUE,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA KAKAMEGA (Kakamega),PPB/E/1254,BU202605179,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KAKAMEGA-KISUMU,Kakamega,VALID,ACTIVE,2026-12-31
EQUITY AFIA KANGEMI,PPB/E/1422,BU202602672,SOLE PROPRIETOR,HOSPITAL,2022,WAIYAKI WAY,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA KARIOBANGI (Nairobi),PPB/E/1355,BU202605879,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA KASARANI MEDICAL CENTRE (Nairobi),PPB/E/1310,BU202604893,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KASARANI MWIKI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA KAWANGWARE (Nairobi),PPB/E/1148,BU202607532,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,NAIVASHA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA KAYOLE (Nairobi),PPB/E/1131,BU202606364,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,SPINE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA KENOL (Murang'a),PPB/E/1324,BU202607068,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KENOL SAGANA ROAD,Murang'a,VALID,ACTIVE,2026-12-31
EQUITY AFIA KIKUYU (Kiambu),PPB/E/1244,BU202601592,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KIKUYU-NDERI,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA KIMBO,PPB/E/1438,BU202604894,SOLE PROPRIETOR,HOSPITAL,2022,KIMBO/MATANGI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA KIMUMU MEDICAL CENTRE,PPB/E/1564,BU202604895,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,ITEN ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA KISUMU (Kisumu),PPB/E/1271,BU202606253,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KISUMU-KAKAMEGA,Kisumu,VALID,ACTIVE,2026-12-31
EQUITY AFIA KITALE (Trans Nzoia),PPB/E/1269,BU202602675,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MOI AVENUE,Trans Nzoia,VALID,ACTIVE,2026-12-31
EQUITY AFIA KITUI (Kitui),PPB/E/1298,BU202602679,SOLE PROPRIETOR,HOSPITAL,2021,KITUI KIBWEZI,Kitui,VALID,ACTIVE,2026-12-31
EQUITY AFIA KUTUS LIMITED,PPB/E/1563,BU202607046,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KUTUS-KAGIO,,VALID,ACTIVE,2026-12-31
EQUITY AFIA LANGATA (Nairobi),PPB/E/1314,BU202604896,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,LANGATA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA LIMITED UTAWALA (Nairobi),PPB/E/1241,BU202604919,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,EASTERN BY PASS,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA LIMITED-NAIROBI WEST,PPB/E/1550,BU202606362,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,MAHIU MAHIU,,VALID,ACTIVE,2026-12-31
EQUITY AFIA LIMITED-NYAHURURU MBARIA COMPLEX,PPB/E/1501,BU202602686,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KENYATTA AVENUE,Laikipia,VALID,ACTIVE,2026-12-31
EQUITY AFIA LODWAR PHARMACY,PPB/E/1488,BU202605182,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,TURKANA LODWAR HIGHWAY,Turkana,VALID,ACTIVE,2026-12-31
EQUITY AFIA MATUU MEDICAL CENTRE (Machakos),PPB/E/1358,BU202602674,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KCB ROAD,Machakos,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE - MWEMBE TAYARI,PPB/E/1535,BU202602684,PARTNERSHIP,HOSPITAL,2023,JOMO KENYATTA AVENUE,,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE BAMBURI,PPB/E/1512,BU202602681,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,DR FELIX MANDI ROAD,Mombasa,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE CHANGAMWE (Mombasa),PPB/E/1260,BU202603995,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,JUNCTION BETWEEN MAGONGO ROAD AND AIRPOR,Mombasa,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE KIMENDE,PPB/E/1587,BU202602676,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KIMENDE ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE MACHAKOS,PPB/E/1427,BU202607231,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,NGEI ROAD,Machakos,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE MWINGI,PPB/E/1629,BU202602673,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,NZELUNI ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE-MAKONGENI,PPB/E/1449,BU202607821,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,GARISSA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL CENTRE-UPPERHILL (Nairobi),PPB/E/1270,BU202602544,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,MARA/CHYULU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA MEDICAL- CENTRE CHUKA,PPB/E/1655,BU202604897,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,FOREST ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA MIGORI,PPB/E/1656,BU202602671,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,AWENDO-MIGORI,,VALID,ACTIVE,2026-12-31
EQUITY AFIA MIRITINI   (Mombasa),PPB/E/1621,BU202602682,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MIRITINI ESTATE ROAD,Mombasa,VALID,ACTIVE,2026-12-31
EQUITY AFIA NAIVASHA MEDICAL  CENTRE (Nakuru),PPB/E/1292,BU202602683,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,MBARIA KANIU ROAD,Nakuru,VALID,ACTIVE,2026-12-31
EQUITY AFIA NANYUKI,PPB/E/1414,BU202607903,PARTNERSHIP,HOSPITAL,2022,NYERI NANYUKI ROAD,Laikipia,VALID,ACTIVE,2026-12-31
EQUITY AFIA NAROK,PPB/E/1526,BU202605180,PARTNERSHIP,HOSPITAL,2023,NAROK-KISII HIGHWAY,,VALID,ACTIVE,2026-12-31
EQUITY AFIA NGONG (Kajiado),PPB/E/1277,BU202605186,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,NGONG ROAD,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA NGONG ROAD (Nairobi),PPB/E/1282,BU202604898,SOLE PROPRIETOR,HOSPITAL,2021,NGONG ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA NKUBU,PPB/E/1464,BU202605881,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KCB STREET,Meru,VALID,ACTIVE,2026-12-31
EQUITY AFIA NYAMIRA,PPB/E/1630,BU202602670,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,PUBLIC WORKS STREET,,VALID,ACTIVE,2026-12-31
EQUITY AFIA NYERI (Nyeri),PPB/E/1232,BU202604371,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,KIMATHI WAY,Nyeri,VALID,ACTIVE,2026-12-31
EQUITY AFIA OLKALOU,PPB/E/1667,BU202602677,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,NYAHURURU,,VALID,ACTIVE,2026-12-31
EQUITY AFIA OLOITOKTOK,PPB/E/1647,BU202604899,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,EMALI ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA RUAI,PPB/E/1423,BU202602680,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KANGUNDO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA SAIKA,PPB/E/1664,BU202602685,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KANGUNDO ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA TAVETA MEDICAL CENTRE  (Taita Taveta),PPB/E/1494,BU202601616,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KMTC ROAD,Taita Taveta,VALID,ACTIVE,2026-12-31
EQUITY AFIA UMOJA,PPB/E/1370,BU202601614,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MOI DRIVE,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA WANGIGE,PPB/E/1534,BU202601594,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,WANGIGE-MWIMUTO ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA WESTLANDS,PPB/E/1404,BU202601595,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,WOODVALE GROOVE,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFIA WOTE,PPB/E/1440,BU202606363,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MACHAKO WOTE ROAD,Makueni,VALID,ACTIVE,2026-12-31
EQUITY AFIA- KAPENGURIA,PPB/E/1447,BU202602669,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,LOTODO,West Pokot,VALID,ACTIVE,2026-12-31
EQUITY AFIA-KERICHO,PPB/E/1592,BU202603865,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,TEMPLE ROAD,,VALID,ACTIVE,2026-12-31
EQUITY AFIA-LIMURU (Kiambu),PPB/E/1304,BU202601615,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,LIMURU TOWN,Kiambu,VALID,ACTIVE,2026-12-31
EQUITY AFIA-MOUNTAIN MALL MEDICAL CENTRE (Nairobi),PPB/E/1410,BU202607453,SOLE PROPRIETOR,HOSPITAL,2021,THIKA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFYA   CHOKAA,PPB/E/1452,BU202605189,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,2ND AVENUE HURLINGHAM,Nairobi,VALID,ACTIVE,2026-12-31
EQUITY AFYA  KWALE,PPB/E/1689,BU202605188,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KWALE HIGH ROAD,,VALID,ACTIVE,2026-12-31
