Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
ST MARYS MISSION HOSPITAL (Nairobi),PPB/S/409,BU202607189,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,OTIENDE-LANGATA RD,Nairobi,VALID,ACTIVE,2026-12-31
ST MARYS MISSION HOSPITAL RIFT VALLEY (Nakuru),PPB/S/476,BU202604412,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,NAIROBI,Nakuru,VALID,ACTIVE,2026-12-31
ST MARYS MOTHER AND CHILD MEDICAL CENTER LIMITED-GITHUNGURI,PPB/S/9353,BU202605105,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,GITHUNGURI-GITHIGA,,VALID,ACTIVE,2026-12-31
ST MARY\'S MISSION HOSPITAL- MUMIAS (Kakamega),PPB/S/1260,BU202607190,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,MUMIAS MKT,Kakamega,VALID,ACTIVE,2026-12-31
ST OSWALD MEDICAL CENTER,PPB/S/9240,BU202606030,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KABIRIA ROAD,Kakamega,VALID,ACTIVE,2026-12-31
ST PATRICK NURSING HOME,PPB/S/9113,BU202606441,SOLE PROPRIETOR,HOSPITAL,2021,KARATINA DAIRY ROAD,Nyeri,VALID,ACTIVE,2026-12-31
ST PAULS HEALTH SERVICES (Kajiado),PPB/S/1373,BU202603754,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,BALOZI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
ST PETERS ORTHOPAEDICS AND SURGICAL SPECIALTY CENTER LIMITED  (Kiambu),PPB/S/1514,BU202606458,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,NAKURU NAIVASHA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
ST PIUS MUSOLI HEALTH CENTER,PPB/S/1756,BU202603104,SOLE PROPRIETOR,HOSPITAL,1979,SIGALAGALA-BUKURA,Kakamega,VALID,ACTIVE,2026-12-31
ST TERESA  KIAMBU LIMITED (Kiambu),PPB/S/1336,BU202605457,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,KIAMBU ROAD,Kiambu,VALID,ACTIVE,2026-12-31
ST TERESA ASANTE NAGOYA HEALTH CENTER (Homa Bay),PPB/S/1730,BU202605104,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,NYAKWADHA-KISII,Homa Bay,VALID,ACTIVE,2026-12-31
ST TERESA MATERNITY & NURSING HOME - KIKUYU (Kiambu),PPB/S/717,BU202606561,PARTNERSHIP,HOSPITAL,2008,THOGOTO,Kiambu,VALID,ACTIVE,2026-12-31
ST. AGNES HEALTH CLINIC,PPB/S/9271,BU202603547,PARTNERSHIP,HOSPITAL,2015,KISII - KILGORIS ROAD,,VALID,ACTIVE,2026-12-31
ST. ANTHONY CATHOLIC HOSPITAL (Nakuru),PPB/S/1653,BU202606463,PRIVATE COMPANY (LIMITED),HOSPITAL,1999,NAKURU-NYAHURURU,Nakuru,VALID,ACTIVE,2026-12-31
ST. BAKHITA HEALTH CENTRE -UTAWALA (Nairobi),PPB/S/1640,BU202606442,PARTNERSHIP,HOSPITAL,2021,UTAWALA,Nairobi,VALID,ACTIVE,2026-12-31
ST. BRIDGET HOSPITAL LTD. (Kiambu),PPB/S/1609,BU202601587,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KIAMBU-NDUMBERI RD,Kiambu,VALID,ACTIVE,2026-12-31
ST. CAMILLUS HEALTH CENTER NDUNDU-KIGANJO GATUNDU SOUTH (Kiambu),PPB/S/1700,BU202605982,PARTNERSHIP,HOSPITAL,2018,KIGANJO-MUNDORO,Kiambu,VALID,ACTIVE,2026-12-31
ST. CONSOLATA KISUMU HOSPITAL (Kisumu),PPB/S/0654,BU202601104,PUBLIC COMPANY,HOSPITAL,2006,MIWANI-KISUMU,Kisumu,VALID,ACTIVE,2026-12-31
ST. DAMIANO MISSION HOSPITAL,PPB/S/9161,BU202601582,SOLE PROPRIETOR,HOSPITAL,1999,BUNGOMA MUMIAS ROAD 1 KM FROM CBD,,VALID,ACTIVE,2026-12-31
ST. ELIZABETH HOSPITAL CHIGA (Kisumu),PPB/S/1714,BU202601560,PARTNERSHIP,HOSPITAL,2021,KONDELE KIBOS ROAD,Kisumu,VALID,ACTIVE,2026-12-31
ST. ELIZABETH MISSION HOSPITAL - MUKUMU (Kakamega),PPB/S/1196,BU202604047,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,KISUMU-KAKAMEGA RD,Kakamega,VALID,ACTIVE,2026-12-31
ST. FRANCIS COMMUNITY HOSPITAL (Nairobi),PPB/S/1169,BU202607382,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,KASARANI MWIKI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
ST. FRANCIS DE SALES HEALTH CENTER (Tharaka Nithi),PPB/S/1673,BU202607733,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,CHUKA-KAMBANDI-CHEERA ROAD,Tharaka Nithi,VALID,ACTIVE,2026-12-31
ST. JAMES AMENITY HOSPITAL,PPB/S/9010,BU202603082,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,LWAKHUPA,Kakamega,VALID,ACTIVE,2026-12-31
ST. JOHN OF GOD CATHOLIC HOSPITAL TIGANIA (Meru),PPB/S/1618,BU202605845,PRIVATE COMPANY (LIMITED),HOSPITAL,2002,MERU- MAUA ROAD,Meru,VALID,ACTIVE,2026-12-31
ST. JOSEPH RIFT VALLEY HOSPITAL LTD (Nakuru),PPB/S/1481,BU202605985,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,GILGIL NAKURU HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
ST. JOSEPH'S AMUKURA MISSION HEALTH CENTRE,PPB/S/9081,BU202603112,PRIVATE COMPANY (LIMITED),HOSPITAL,1962,NAMBALE-MALABA,Busia,VALID,ACTIVE,2026-12-31
ST. JOSEPH'S NYANSIONGO HEALTH CENTRE  (Nyamira),PPB/S/1679,BU202607454,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,NYANSIONGO MANGA RD,Nyamira,VALID,ACTIVE,2026-12-31
ST. LUKE MEDICAL CENTRE (Kisumu),PPB/S/1720,BU202605846,PRIVATE COMPANY (LIMITED),HOSPITAL,2003,NAIROBI ROAD,Kisumu,VALID,ACTIVE,2026-12-31
ST. LUKES COTTAGE HOSPITAL KIAMURI (Meru),PPB/S/1668,BU202603073,PARTNERSHIP,HOSPITAL,2017,MARIMATI ROAD,Meru,VALID,ACTIVE,2026-12-31
ST. LUKES ORTHOPAEDICSS AND TRAUMA HOSPITAL (Uasin Gishu),PPB/S/705,BU202606645,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,NANDI RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
ST. MARKS MEDICAL CENTRE,PPB/S/9050,BU202607741,SOLE PROPRIETOR,HOSPITAL,2020,ALONG KAKAMEGA-WEBUYE ROAD,,VALID,ACTIVE,2026-12-31
ST. MARY'S MISSION HOSPITAL RIFT VALLEY NAKURU TOWN CLINIC,PPB/S/9006,BU202605146,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,NAKURU - NAIROBI ROAD,Nakuru,VALID,ACTIVE,2026-12-31
ST. MARY\'S MOTHER & CHILD MEDICAL CENTRE (Kiambu),PPB/S/415,BU202607546,PRIVATE COMPANY (LIMITED),HOSPITAL,2013,ARCK,Kiambu,VALID,ACTIVE,2026-12-31
ST. MONICA RAPOGI MISSION HEALTH CENTRE (Migori),PPB/S/1713,BU202605103,PARTNERSHIP,HOSPITAL,2002,URIRI-AYEGO ROAD,Migori,VALID,ACTIVE,2026-12-31
ST. PATRICK SUPREME ORTHOPAEDIC AND SURGICAL SPECIALIST HOSPITAL,PPB/S/9472,BU202606038,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KIAMBU RIABAI ROAD,,VALID,ACTIVE,2026-12-31
ST. THERESA MISSION HOSPITAL KIIRUA (Meru),PPB/S/1612,BU202605671,PARTNERSHIP,HOSPITAL,2021,KIIRUA,Meru,VALID,ACTIVE,2026-12-31
ST. THERESE DISPENSARY,PPB/S/9102,BU202601667,SOLE PROPRIETOR,HOSPITAL,2003,NAMANGA ROAD,Kajiado,VALID,ACTIVE,2026-12-31
ST. THOMAS MATERNITY HOSPITAL  (Kwale),PPB/N/607,BU202600134,SOLE PROPRIETOR,HOSPITAL,2012,LUNGA LUNGA ROAD,Mombasa,VALID,ACTIVE,2026-12-31
ST. THOMAS MATERNITY HOSPITAL - FERRY BRANCH (Mombasa),PPB/S/1683,BU202601662,SOLE PROPRIETOR,HOSPITAL,2021,"LIKONI TO UKUNDA ROAD, MOMBASA LIKONI",Mombasa,VALID,ACTIVE,2026-12-31
ST.CHARLES LWANGA HEALTH CENTRE (Kakamega),PPB/S/1377,BU202606478,PARTNERSHIP,HOSPITAL,2011,ELDORET-WEBUYE,Kakamega,VALID,ACTIVE,2026-12-31
ST.ELIZABETH SWINDON CLINIC (Homa Bay),PPB/S/1769,BU202605102,SOLE PROPRIETOR,HOSPITAL,2019,KISIII-KISUMU  HIGHWAY,Homa Bay,VALID,ACTIVE,2026-12-31
ST.JOSEPH'S HOSPITAL NYABONDO (Kisumu),PPB/S/1705,BU202607384,PRIVATE COMPANY (LIMITED),HOSPITAL,1985,NYABONDO,Kisumu,VALID,ACTIVE,2026-12-31
ST.ODILIAS DISPENSARY (Nairobi),PPB/S/1510,BU202601674,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,WINDYRIDGE,Nairobi,VALID,ACTIVE,2026-12-31
STIRLING HEALTHCARE CONSULTANTS NAKURU,PPB/S/9143,BU202603236,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KENYATTA AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
STIRLING MEDICAL CENTRE (Busia),PPB/S/9000,BU202606192,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,BUSIA LWANYANGE,Busia,VALID,ACTIVE,2026-12-31
STRATHMORE UNIVERSITY MEDICAL CENTRE PHARMACY (Nairobi),PPB/S/1354,BU202606443,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,OLE SANGALE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SULEMAN FAROOQ MEDICAL MANAGEMENT LIMITED,PPB/S/9144,BU202600200,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,NAIROBI-MOMBASA HIGHWAY,Makueni,VALID,ACTIVE,2026-12-31
SUREPOINT MEDICAL CENTRE LTD,PPB/S/9475,BU202607902,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,WAJIRBOR ROAD,,VALID,ACTIVE,2026-12-31
SURGICAL SOLUTIONS HOSPITAL,PPB/S/9145,BU202606039,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,STATE LODGE ROAD,,VALID,ACTIVE,2026-12-31
SYOKIMAU HEALTH CENTRE (Machakos),PPB/S/1715,BU202606040,SOLE PROPRIETOR,HOSPITAL,2012,KATANI RD,Machakos,VALID,ACTIVE,2026-12-31
TABAKA MISSION HOSPITAL (Kisii),PPB/T/5331,BU202603011,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,,Kisii,VALID,ACTIVE,2026-12-31
TALEK HEALTH CENTER (Narok),PPB/T/5643,BU202601653,PARTNERSHIP,HOSPITAL,1994,TALEK,Narok,VALID,ACTIVE,2026-12-31
TANAKA NURSING HOME LTD (Busia),PPB/T/306,BU202600064,PRIVATE COMPANY (LIMITED),HOSPITAL,1997,OFF BUSIA- KISUMU RD,Busia,VALID,ACTIVE,2026-12-31
TAYIBA MEDICAL CENTRE (Kisumu),PPB/T/5399,BU202601385,PARTNERSHIP,HOSPITAL,2018,ALEGO,Kisumu,VALID,ACTIVE,2026-12-31
TEI WA YESU FAMILY CARE CENTRE,PPB/T/5729,BU202605101,PARTNERSHIP,HOSPITAL,2022,MWINGI/KYUSO,Kitui,VALID,ACTIVE,2026-12-31
TENWEK HOSPITAL  (Bomet),PPB/T/298,BU202600190,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,SILIBWET RD,Bomet,VALID,ACTIVE,2026-12-31
TENWEK HOSPITAL ANNEX BOMET (Bomet),PPB/T/5446,BU202606032,PRIVATE COMPANY (LIMITED),HOSPITAL,2003,BOMET UNIVERSITY STREET,Bomet,VALID,ACTIVE,2026-12-31
TENWEK HOSPITAL-HEALTH CENTRE KABOSON,PPB/T/5688,BU202605760,SOLE PROPRIETOR,HOSPITAL,2020,KABOSON,Bomet,VALID,ACTIVE,2026-12-31
TEXAS CANCER CENTRE NAIROBI WEST  (Nairobi),PPB/T/5946,BU202607376,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,OLE SANGALE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
THAGANA COUNTY MEDICAL CENTRE (Kirinyaga),PPB/T/5577,BU202603058,SOLE PROPRIETOR,HOSPITAL,2017,AP LANE,Kirinyaga,VALID,ACTIVE,2026-12-31
"THE AGA KHAN HEALTH SERVICE,KENYA-NAROK MEDICAL CENTRE (Narok)",PPB/T/5484,BU202602637,PRIVATE COMPANY (LIMITED),HOSPITAL,1986,NAROK,Narok,VALID,ACTIVE,2026-12-31
THE AGA KHAN HEALTH SERVICES - MIGORI (Migori),PPB/A/1878,BU202605184,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KISII - SIRARE HIGHWAY,Baringo,VALID,ACTIVE,2026-12-31
THE AGA KHAN HEALTH SERVICES KENYA-JUJA  (Kiambu),PPB/T/,BU202605099,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,KENYATTA HIGHWAY,Kiambu,VALID,ACTIVE,2026-12-31
"THE AGA KHAN HEALTH SERVICES, KENYA, WEST-END PHARMACY (Kisumu)",PPB/T/5415,BU202605100,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,GOT HUMA ROAD,Kisumu,VALID,ACTIVE,2026-12-31
THE AGA KHAN HEALTH SERVICES-KAKAMEGA (Kakamega),PPB/T/150 A,BU202605098,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,KAKAMEGA-WEBUYE RD,Kakamega,VALID,ACTIVE,2026-12-31
THE AGA KHAN HEALTH SERVICES-KIBUYE (Kisumu),PPB/T/338,BU202605097,SOLE PROPRIETOR,HOSPITAL,1914,KIBUYE-KAKAMEGA RD,Kisumu,VALID,ACTIVE,2026-12-31
THE AGA KHAN HEALTH SERVICES-KISII (Kisii),PPB/T/150 C,BU202606217,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,,Kisii,VALID,ACTIVE,2026-12-31
THE AGA KHAN HOSPITAL-KISUMU (Kisumu),PPB/T/154,BU202604218,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,OTIENO OYOO RD,Kisumu,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL - KAREN,PPB/T/5872,BU202602631,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,LANGATA ROAD,,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL - KENOL,PPB/T/5875,BU202602649,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KENOL-MURANGA,,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL - RUIRU,PPB/T/5785,BU202602642,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NORTHERN BYPASS,Kiambu,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL -KIAMBU RD (Nairobi),PPB/T/413,BU202602641,PRIVATE COMPANY (LIMITED),HOSPITAL,2008,,Nairobi,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL THIKAROAD PHARMACY (AKAI PLAZA) (Nairobi),PPB/T/5457,BU202602635,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,THIKAROAD,Nairobi,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL-CAPITAL CENTRE (Nairobi),PPB/A/365,BU202605096,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,MOMBASA RD,Nairobi,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY HOSPITAL-NAIROBI (PARKLANDS) (Nairobi),PPB/T/152 A,BU202601377,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,3RD PARKLANDS RD,Nairobi,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY IMARA DAIMA PHARMACY,PPB/T/5968,BU202602645,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,MOMBASA ROAD,,VALID,ACTIVE,2026-12-31
THE AGA KHAN UNIVERSITY TWO RIVERS PHARMACY,PPB/T/5969,BU202602644,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,LIMURU ROAD,,VALID,ACTIVE,2026-12-31
THE ALTAR MEDICAL CENTRE KIBIRICHIA,PPB/T/5947,BU202605657,SOLE PROPRIETOR,HOSPITAL,2023,KIIRUA -KITHIMA ROAD,,VALID,ACTIVE,2026-12-31
THE CAITLIN O'HARA COMMUNITY HEALTH CLINIC,PPB/T/5890,BU202603121,SOLE PROPRIETOR,HOSPITAL,2023,JUAKALI KARIUNGA ROAD,,VALID,ACTIVE,2026-12-31
THE CARING IMANGA MEDICAL CENTRE,PPB/T/5917,BU202603237,SOLE PROPRIETOR,HOSPITAL,2023,MUMIAS-MUSANDA,,VALID,ACTIVE,2026-12-31
THE COVENANT HOSPITAL LIMITED,PPB/T/5989,BU202607386,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KANGETA ROAD NKUBU,,VALID,ACTIVE,2026-12-31
THE GALILEE MEDICAL CENTRE MILIMANI KITALE LIMITED (Trans Nzoia),PPB/T/5353,BU202603759,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,MILIMANI ESTATE,Trans Nzoia,VALID,ACTIVE,2026-12-31
THE GATEWAY DIAGNOSIS AND HEALTHCARE LIMITED (Turkana),PPB/T/5469,BU202604441,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KITALE-LOKICHOGIO ROAD,Turkana,VALID,ACTIVE,2026-12-31
THE GREENVIEW NURSING HOME (Kericho),PPB/G/1349,BU202603824,PRIVATE COMPANY (LIMITED),HOSPITAL,1996,JAMES INLET ROAD,Kericho,VALID,ACTIVE,2026-12-31
THE HEART NEBULA HEALTHCARE LIMITED.,PPB/T/5932,BU202606444,SOLE PROPRIETOR,HOSPITAL,2024,HOSPITAL RD,,VALID,ACTIVE,2026-12-31
THE HOPKINS CRESCENT HOSPITALS LTD (Bungoma),PPB/T/5555,BU202604409,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KANDUYI BUNGOMA ROAD,Bungoma,VALID,ACTIVE,2026-12-31
THE KAREN HOSPITAL LTD - KAREN (Nairobi),PPB/T/264,BU202604413,PRIVATE COMPANY (LIMITED),HOSPITAL,0000,LANGATA RD,Nairobi,VALID,ACTIVE,2026-12-31
THE KAREN HOSPITAL NAIVASHA BRANCH,PPB/T/5692,BU202606445,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,BIASHARA STREET,Nakuru,VALID,ACTIVE,2026-12-31
"THE KAREN HOSPITAL,THIKA CLINIC (Kiambu)",PPB/T/5396,BU202606446,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,KENYATTA HIGHWAY,Kiambu,VALID,ACTIVE,2026-12-31
THE KAREN HOSPITAL-MERU (Meru),PPB/T/5319,BU202605094,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,NCHURI NCHEKE,Meru,VALID,ACTIVE,2026-12-31
THE KENSWED HOSPITAL LTD,PPB/T/5748,BU202606447,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,MARAGARA ROAD,Kajiado,VALID,ACTIVE,2026-12-31
THE KITUI FAMILY CARE HOSPITAL,PPB/T/5728,BU202606758,PARTNERSHIP,HOSPITAL,2015,KILUNJA STREET,Kitui,VALID,ACTIVE,2026-12-31
"THE KITUI HOSPITAL, MATERNITY AND NURSING HOME (Kitui)",PPB/T/5584,BU202602622,SOLE PROPRIETOR,HOSPITAL,1994,HOSPITAL ROAD,Kitui,VALID,ACTIVE,2026-12-31
THE KITUI ROYAL DIAGNOSTIC CENTER,PPB/T/5796,BU202605187,SOLE PROPRIETOR,HOSPITAL,2020,KITUI,Kitui,VALID,ACTIVE,2026-12-31
THE LIFELINE GROUP OF HOSPITALS LIMITED (Kiambu),PPB/T/5364,BU202607150,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,RUIRU BYPASS,Kiambu,VALID,ACTIVE,2026-12-31
THE MANDERA HOSPITAL LIMITED (Mandera),PPB/T/5511,BU202602918,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,KHADIJAMAJID,Mandera,VALID,ACTIVE,2026-12-31
THE MARA SPECIALIST HOSPITAL LIMITED,PPB/T/5980,BU202604692,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,NAROK SOTIK ROAD,,VALID,ACTIVE,2026-12-31
THE MEDHAT GYNAECOLOGY AND CANCER CENTRE LIMITED (Nairobi),PPB/T/6052,BU202607076,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,HOSPITAL ROAD,Nairobi,VALID,ACTIVE,2026-12-31
THE MEDWAY URGENT CARE CLINIC,PPB/T/5794,BU202604114,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,FEDHA RD-OFF OUTERING,Nairobi,VALID,ACTIVE,2026-12-31
THE MOMBASA HOSPITAL (Mombasa),PPB/T/131 A,BU202601558,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,OFF MAMA NGINA RD,Mombasa,VALID,ACTIVE,2026-12-31
THE NAIROBI FAMILY AND MATERNITY HOSPITAL KISII  (Kisii),PPB/T/5620,BU202601681,SOLE PROPRIETOR,HOSPITAL,2014,KISII- KISUMU HIGHWAY,Kisii,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL - GALLERIA PHARMACY  (Nairobi),PPB/T/157 C,BU202602615,PARTNERSHIP,HOSPITAL,1914,LANGATA RD,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL - SOUTHFIELD PHARMACY (Nairobi),PPB/T/5451,BU202603099,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MOMBASA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL LTD -MAIN BRANCH (Nairobi),PPB/T/157,BU202601261,PRIVATE COMPANY (LIMITED),HOSPITAL,1930,ARGWINGS KODHEK,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL- ROSSLYN PHARMACY- (Nairobi),PPB/T/5428,BU202603225,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,"LIMURU ROAD,",Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL-CAPITAL CENTRE (Nairobi),PPB/T/5379,BU202603105,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI HOSPITAL-WARWICK (Nairobi),PPB/T/157,BU202602249,PARTNERSHIP,HOSPITAL,1914,,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI SOUTH HOSPITAL (Nairobi),PPB/N/209,BU202604604,PRIVATE COMPANY (LIMITED),HOSPITAL,2012,MUHOHO AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI SOUTH HOSPITAL LIMITED - EASTLEIGH,PPB/T/5846,BU202604674,PRIVATE COMPANY (LIMITED),HOSPITAL,2014,GENERAL WARUINGI,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI WEST HOSPITAL -RUIRU,PPB/T/5978,BU202604410,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,THIKA ROAD,,VALID,ACTIVE,2026-12-31
THE NAIROBI WEST HOSPITAL LIMITED - PARKLANDS,PPB/T/5914,BU202605095,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,PARKLANDS,,VALID,ACTIVE,2026-12-31
The Nairobi West Hospital Ltd. (Nairobi),None,BU202604400,PRIVATE COMPANY (LIMITED),HOSPITAL,1985,GANDHI AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
THE NAIROBI WOMEN'S HOSPITAL - NAKURU CBD (Nakuru),PPB/T/5439,BU202600945,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KENYATTA AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
THE NAIROBI WOMEN'S HOSPITAL NAIVASHA (Nakuru),PPB/T/5481,BU202607378,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,MOI AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
THE NAKURU SPECIALIST HOSPITAL (Nakuru),PPB/T/5977,BU202607639,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,KIONDO-LANET ROAD,Nakuru,VALID,ACTIVE,2026-12-31
THE NANYUKI HOSPITAL LTD (Laikipia),PPB/T/5560,BU202605185,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,LIMURU ROAD,Laikipia,VALID,ACTIVE,2026-12-31
THE NANYUKI HOSPITAL LTD-COMFORT BRANCH,PPB/T/5986,BU202601099,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,COMFORT ROAD,,VALID,ACTIVE,2026-12-31
THE NASIO - GEORGE MUDENYO KADIMA MEDICAL CENTER LIMITED (Kakamega),PPB/T/5563,BU202603233,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,MUSANDA-MUMIAS,Kakamega,VALID,ACTIVE,2026-12-31
THE NYALI CHILDREN HOSPITAL - LINKS ROAD (Mombasa),PPB/T/261,BU202607952,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,LINKS ROAD,Mombasa,VALID,ACTIVE,2026-12-31
THE OPTIMUM CENTER FOR SPECIALIZED TREATMENT,PPB/T/5857,BU202604434,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,HEKIMA ROAD,,VALID,ACTIVE,2026-12-31
THE PRO ELITE WESTLANDS GENERAL AND SPECIALIST HOSPITAL,PPB/T/6054,BU202607657,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,WESTLANDS,,VALID,ACTIVE,2026-12-31
THE RETREAT LIMITED,PPB/T/6103,BU202606021,PRIVATE COMPANY (LIMITED),HOSPITAL,2008,2ND OLOOLUA CLOSE,,VALID,ACTIVE,2026-12-31
THE SAMARI MED CENTRE (Homa Bay),PPB/T/5634,BU202603090,SOLE PROPRIETOR,HOSPITAL,2016,HOMABAY RONGO HIGHWAY,Homa Bay,VALID,ACTIVE,2026-12-31
THE SHALOM SPRINGS HOSPITAL LIMITED,PPB/T/6069,BU202602911,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KAPENGURIA-LODWAR,,VALID,ACTIVE,2026-12-31
THE SOUTHGATE HOSPITAL  (Mandera),PPB/S/1194,BU202607883,PARTNERSHIP,HOSPITAL,2015,WAJIR- MANDERA ROAD,Mandera,VALID,ACTIVE,2026-12-31
THE TALA HOSPITAL LIMITED,PPB/T/6037,BU202602236,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,TALA ROAD,,VALID,ACTIVE,2026-12-31
THE THIKA SAM'S HOSPITAL (ANNEX),PPB/T/6004,BU202603788,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,GARISSA HIGHWAY,,VALID,ACTIVE,2026-12-31
THE TRANQUIL HOSPITAL LIMITED,PPB/T/5833,BU202606475,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KHWISERO KHUMAILO ROAD,Kakamega,VALID,ACTIVE,2026-12-31
THE WEBUYE HOSPITAL LIMITED,PPB/T/5751,BU202604564,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,OLD T-JUNCTION ROAD,Bungoma,VALID,ACTIVE,2026-12-31
